Merge conflicts for clin_st
217-493	normal	live	U
217-494	normal	live	U
217-495	normal	live	U
217-496	normal	live	U
217-497	normal	live	U
217-498	normal	live	U
217-499	normal	live	U
217-527	normal	live	U
217-528	normal	live	U
217-666	normal	live	U
217-919	normal	live	U
217-920	normal	live	U
217-921	normal	live	U
217-922	normal	live	U
217-529	normal	live	U
217-923	normal	live	U
217-1844	normal	live	U
217-531	normal	live	U
217-1845	normal	live	U
217-1846	normal	live	U
217-533	normal	live	U
217-547	normal	live	U
217-548	normal	live	U
217-549	normal	live	U
217-550	normal	live	U
217-551	normal	live	U
217-552	normal	live	U
217-1421	normal	hunted	U
217-553	normal	live	U
217-1422	normal	hunted	U
217-554	normal	live	U
217-555	normal	live	U
217-1423	normal	hunted	U
217-1424	normal	hunted	U
217-1425	normal	hunted	U
217-1426	normal	hunted	U
217-1468	normal	hunted	U
217-1469	normal	hunted	U
217-556	normal	live	U
217-1470	normal	hunted	U
217-1471	normal	hunted	U
217-1472	normal	hunted	U
217-557	normal	live	U
217-1473	normal	hunted	U
217-507	normal	live	H
217-1474	normal	hunted	U
217-506	normal	live	H
217-1475	normal	hunted	U
217-559	normal	live	U
217-560	normal	live	U
217-665	normal	live	U
217-481	normal	live	U
217-482	normal	live	U
217-483	normal	live	U
217-484	normal	live	U
217-485	normal	live	U
217-486	normal	live	U
217-487	normal	live	U
217-488	normal	live	U
217-489	normal	live	U
217-490	normal	live	U
217-491	normal	live	U
217-492	normal	live	U
217-562	normal	live	U
217-563	normal	live	U
217-564	normal	live	U
217-565	normal	live	U
217-594	normal	live	U
217-602	normal	live	U
217-603	normal	live	U
217-608	normal	live	U
217-610	normal	live	U
217-618	normal	live	U
217-619	normal	live	U
217-620	normal	live	U
217-621	normal	live	U
217-623	normal	live	U
217-626	normal	live	U
217-629	normal	live	U
217-630	normal	live	U
217-631	normal	live	U
217-632	normal	live	U
217-633	normal	live	U
217-634	normal	live	U
217-635	normal	live	U
217-636	normal	live	U
217-637	normal	live	U
217-638	normal	live	U
217-639	normal	live	U
217-648	normal	live	U
217-649	normal	live	U
217-650	normal	live	U
217-651	normal	live	U
217-652	normal	live	U
217-653	normal	live	U
217-654	normal	live	U
217-655	normal	live	U
217-656	normal	live	U
217-657	normal	live	U
217-658	normal	live	U
217-661	normal	live	U
217-662	normal	live	U
217-663	normal	live	U
217-664	normal	live	U
217-667	normal	live	U
217-668	normal	live	U
217-829	normal	live	U
217-831	normal	live	U
217-834	normal	live	U
217-835	normal	live	U
217-884	normal	live	U
217-885	normal	live	U
217-886	normal	live	U
217-887	normal	live	U
217-888	normal	live	U
217-889	normal	live	U
217-890	normal	live	U
217-891	normal	live	U
217-892	normal	live	U
217-893	normal	live	U
217-895	normal	live	U
217-896	normal	live	U
217-897	normal	live	U
217-898	normal	live	U
217-899	normal	live	U
217-900	normal	live	U
217-901	normal	live	U
217-902	normal	live	U
217-903	normal	live	U
217-904	normal	live	U
217-905	normal	live	U
217-906	normal	live	U
217-907	normal	live	U
217-908	normal	live	U
217-909	normal	live	U
217-910	normal	live	U
217-911	normal	live	U
217-912	normal	live	U
217-913	normal	live	U
217-914	normal	live	U
217-915	normal	live	U
217-916	normal	live	U
217-917	normal	live	U
217-918	normal	live	U
217-954	normal	live	U
217-955	normal	live	U
217-956	normal	live	U
217-957	normal	live	U
217-958	normal	live	U
217-959	normal	live	U
217-960	normal	live	U
217-961	normal	live	U
217-962	normal	live	U
217-963	normal	live	U
217-964	normal	live	U
217-965	normal	live	U
217-966	normal	live	U
217-967	normal	live	U
217-968	normal	live	U
217-969	normal	live	U
217-970	normal	live	U
217-971	normal	live	U
217-972	normal	live	U
217-973	normal	live	U
217-974	normal	live	U
217-975	normal	live	U
217-976	normal	live	U
217-977	normal	live	U
217-978	normal	live	U
217-979	normal	live	U
217-980	normal	live	U
217-981	normal	live	U
217-982	normal	live	U
217-983	normal	live	U
217-984	normal	live	U
217-985	normal	live	U
217-986	normal	live	U
217-987	normal	live	U
217-988	normal	live	U
217-989	normal	live	U
217-990	normal	live	U
217-991	normal	live	U
217-992	normal	live	U
217-1476	normal	hunted	U
217-993	normal	live	U
217-994	normal	live	U
217-995	normal	live	U
217-996	normal	live	U
217-997	normal	live	U
217-998	normal	live	U
217-999	normal	live	U
217-1000	normal	live	U
217-1001	normal	live	U
217-1002	normal	live	U
217-1003	normal	live	U
217-1004	normal	live	U
217-1005	normal	live	U
217-1006	normal	live	U
217-1007	normal	live	U
217-1008	normal	live	U
217-1009	normal	live	U
217-1010	normal	live	U
217-1011	normal	live	U
217-1012	normal	live	U
217-1013	normal	live	U
217-1014	normal	live	U
217-1015	normal	live	U
217-1016	normal	live	U
217-1017	normal	live	U
217-1018	normal	live	U
217-1019	normal	live	U
217-1020	normal	live	U
217-1021	normal	live	U
217-1022	normal	live	U
217-1023	normal	live	U
217-1024	normal	live	U
217-1025	normal	live	U
217-1026	normal	live	U
217-1027	normal	live	U
217-1028	normal	live	U
217-1029	normal	live	U
217-1030	normal	live	U
217-1031	normal	live	U
217-1032	normal	live	U
217-1033	normal	live	U
217-1034	normal	live	U
217-1035	normal	live	U
217-1036	normal	live	U
217-1037	normal	live	U
217-1038	normal	live	U
217-1039	normal	live	U
217-1040	normal	live	U
217-1041	normal	live	U
217-1042	normal	live	U
217-1043	normal	live	U
217-1044	normal	live	U
217-1045	normal	live	U
217-1046	normal	live	U
217-1047	normal	live	U
217-1048	normal	live	U
217-1049	normal	live	U
217-1050	normal	live	U
217-1051	normal	live	U
217-1052	normal	live	U
217-1053	normal	live	U
217-1054	normal	live	U
217-1055	normal	live	U
217-1056	normal	live	U
217-1057	normal	live	U
217-1058	normal	live	U
217-1059	normal	live	U
217-1060	normal	live	U
217-1061	normal	live	U
217-1062	normal	live	U
217-1063	normal	live	U
217-1064	normal	live	U
217-1065	normal	live	U
217-1066	normal	live	U
217-1067	normal	live	U
217-1068	normal	live	U
217-1069	normal	live	U
217-1070	normal	live	U
217-1071	normal	live	U
217-1072	normal	live	U
217-1073	normal	live	U
217-1074	normal	live	U
217-1075	normal	live	U
217-1076	normal	live	U
217-1077	normal	live	U
217-1078	normal	live	U
217-1079	normal	live	U
217-1080	normal	live	U
217-1081	normal	live	U
217-1082	normal	live	U
217-1083	normal	live	U
217-1084	normal	live	U
217-1085	normal	live	U
217-1087m	normal	live	U
217-1089	normal	live	U
217-1090	normal	live	U
217-1091	normal	live	U
217-1092	normal	live	U
217-1093	normal	live	U
217-1094	normal	live	U
217-1095	normal	live	U
217-1096	normal	live	U
217-1097	normal	live	U
217-1098	normal	live	U
217-1099	normal	live	U
217-1102	normal	live	U
217-1105	normal	live	U
217-1113	normal	live	U
217-1114	normal	live	U
217-1120	normal	live	U
217-1123	normal	live	U
217-1132	normal	live	U
217-1133	normal	live	U
217-1135	normal	live	U
217-1137	normal	live	U
217-1143	normal	live	U
217-1144	normal	live	U
217-1146	normal	live	U
217-1147	normal	live	U
217-1149	normal	live	U
217-1151	normal	live	U
217-1154	normal	live	U
217-1155	normal	live	U
217-1156	normal	live	U
217-1157	normal	live	U
217-1166	normal	live	U
217-1168	normal	live	U
217-1172	normal	live	U
217-1176	normal	live	U
217-1179	normal	live	U
217-1180	normal	live	U
217-1182	normal	live	U
217-1183	normal	live	U
217-1086	normal	live	U
217-1087f	normal	live	U
217-1088	normal	live	U
217-1193	normal	live	U
217-1196	normal	live	U
217-1100	normal	live	U
217-1101	normal	live	U
217-1103	normal	live	U
217-1104	normal	live	U
217-1106	normal	live	U
217-1107	normal	live	U
217-1108	normal	live	U
217-1109	normal	live	U
217-1110	normal	live	U
217-1111	normal	live	U
217-1112	normal	live	U
217-1115	normal	live	U
217-1116	normal	live	U
217-1117	normal	live	U
217-1118	normal	live	U
217-1119	normal	live	U
217-1124	normal	live	U
217-1125	normal	live	U
217-1126	normal	live	U
217-1127	normal	live	U
217-1128	normal	live	U
217-1129	normal	live	U
217-1130	normal	live	U
217-1131	normal	live	U
217-1134	normal	live	U
217-1136	normal	live	U
217-1138	normal	live	U
217-1139	normal	live	U
217-1141	normal	live	U
217-1142	normal	live	U
217-1145	normal	live	U
217-1148	normal	live	U
217-1150	normal	live	U
217-1152	normal	live	U
217-1153	normal	live	U
217-1158	normal	live	U
217-1159	normal	live	U
217-1160	normal	live	U
217-1161	normal	live	U
217-1162	normal	live	U
217-1163	normal	live	U
217-1164	normal	live	U
217-1165	normal	live	U
217-1167	normal	live	U
217-1169	normal	live	U
217-1170	normal	live	U
217-1171	normal	live	U
217-1173	normal	live	U
217-1174	normal	live	U
217-1175	normal	live	U
217-1177	normal	live	U
217-1178	normal	live	U
217-1181	normal	live	U
217-1184	normal	live	U
217-1185	normal	live	U
217-1186	normal	live	U
217-1188	normal	live	U
217-1189	normal	live	U
217-1190	normal	live	U
217-1191	normal	live	U
217-1192	normal	live	U
217-1194	normal	live	U
217-1195	normal	live	U
217-1197	normal	live	U
217-1198	normal	live	U
217-1199	normal	live	U
217-1200	normal	live	U
217-1201	normal	live	U
217-1202	normal	live	U
217-1203	normal	live	U
217-1204	normal	live	U
217-1205	normal	live	U
217-1206	normal	live	U
217-1207	normal	live	U
217-1208	normal	live	U
217-1209	normal	live	U
217-1210	normal	live	U
217-1211	normal	live	U
217-1212	normal	live	U
217-1213	normal	live	U
217-1214	normal	live	U
217-1215	normal	live	U
217-1216	normal	live	U
217-1217	normal	live	U
217-1218	normal	live	U
217-1219	normal	live	U
217-1220	normal	live	U
217-1221	normal	live	U
217-1222	normal	live	U
217-1223	normal	live	U
217-1224	normal	live	U
217-1225	normal	live	U
217-1226	normal	live	U
217-1227	normal	live	U
217-1228	normal	live	U
217-1229	normal	live	U
217-1230	normal	live	U
217-1231	normal	live	U
217-1477	normal	hunted	U
217-1232	normal	live	U
217-1233	normal	live	U
217-1234	normal	live	U
217-1235	normal	live	U
217-1236	normal	live	U
217-1237	normal	live	U
217-1238	normal	live	U
217-1239	normal	live	U
217-1240	normal	live	U
217-1241	normal	live	U
217-1242	normal	live	U
217-1243	normal	live	U
217-1244	normal	live	U
217-1246	normal	live	U
217-1249	normal	live	U
217-1250	normal	live	U
217-1251	normal	live	U
217-1252	normal	live	U
217-1253	normal	live	U
217-1254	normal	live	U
217-1256	normal	live	U
217-1259	normal	live	U
217-1260	normal	live	U
217-1261	normal	live	U
217-1262	normal	live	U
217-1263	normal	live	U
217-1264	normal	live	U
217-1265	normal	live	U
217-1266	normal	live	U
217-1267	normal	live	U
217-1268	normal	live	U
217-1269	normal	live	U
217-1270	normal	live	U
217-1271	normal	live	U
217-1272	normal	live	U
217-1273	normal	live	U
217-1275	normal	live	U
217-1276	normal	live	U
217-1277	normal	live	U
217-1278	normal	live	U
217-1279	normal	live	U
217-1280	normal	live	U
217-1281	normal	live	U
217-1282	normal	live	U
217-1283	normal	live	U
217-1284	normal	live	U
217-1285	normal	live	U
217-1286	normal	live	U
217-1287	normal	live	U
217-1288	normal	live	U
217-1289	normal	live	U
217-1290	normal	live	U
217-1291	normal	live	U
217-1292	normal	live	U
217-1293	normal	live	U
217-1294	normal	live	U
217-1295	normal	live	U
217-1296	normal	live	U
217-1298	normal	live	U
217-1299	normal	live	U
217-1300	normal	live	U
217-1301	normal	live	U
217-1302	normal	live	U
217-1303	normal	live	U
217-1304	normal	live	U
217-1305	normal	live	U
217-1307	normal	live	U
217-1308	normal	live	U
217-1309	normal	live	U
217-1310	normal	live	U
217-1312	normal	live	U
217-1314	normal	live	U
217-1317	normal	live	U
217-1318	normal	live	U
217-1319	normal	live	U
217-1320	normal	live	U
217-1321	normal	live	U
217-1322	normal	live	U
217-1324	normal	live	U
217-1326	normal	live	U
217-1327	normal	live	U
217-1328	normal	live	U
217-1329	normal	live	U
217-1330	normal	live	U
217-1331	normal	live	U
217-1332	normal	live	U
217-1333	normal	live	U
217-1334	normal	live	U
217-1335	normal	live	U
217-1336	normal	live	U
217-1337	normal	live	U
217-1338	normal	live	U
217-1339	normal	live	U
217-1340	normal	live	U
217-1341	normal	live	U
217-1342	normal	live	U
217-1343	normal	live	U
217-1344	normal	live	U
217-1345	normal	live	U
217-1346	normal	live	U
217-1347	normal	live	U
217-1348	normal	live	U
217-1349	normal	live	U
217-1350	normal	live	U
217-1351	normal	live	U
217-1352	normal	live	U
217-1353	normal	live	U
217-1354	normal	live	U
217-1355	normal	live	U
217-1356	normal	live	U
217-1357	normal	live	U
217-1358	normal	live	U
217-1359	normal	live	U
217-1360	normal	live	U
217-1361	normal	live	U
217-1362	normal	live	U
217-1363	normal	live	U
217-1364	normal	live	U
217-1365	normal	live	U
217-1366	normal	live	U
217-1367	normal	live	U
217-1368	normal	live	U
217-1369	normal	live	U
217-1370	normal	live	U
217-1371	normal	live	U
217-1372	normal	live	U
217-1373	normal	live	U
217-1374	normal	live	U
217-1375	normal	live	U
217-1376	normal	live	U
217-1377	normal	live	U
217-1378	normal	live	U
217-1379	normal	live	U
217-1380	normal	live	U
217-1381	normal	live	U
217-1382	normal	live	U
217-1383	normal	live	U
217-1384	normal	live	U
217-1385	normal	live	U
217-1386	normal	live	U
217-1387	normal	live	U
217-1388	normal	live	U
217-1389	normal	live	U
217-1390	normal	live	U
217-1391	normal	live	U
217-1392	normal	live	U
217-1393	normal	live	U
217-1394	normal	live	U
217-1395	normal	live	U
217-1396	normal	live	U
217-1397	normal	live	U
217-1398	normal	live	U
217-1399	normal	live	U
217-1400	normal	live	U
217-1401	normal	live	U
217-1402	normal	live	U
217-1403	normal	live	U
217-1404	normal	live	U
217-1405	normal	live	U
217-1406	normal	live	U
217-1407	normal	live	U
217-1408	normal	live	U
217-1409	normal	live	U
217-1410	normal	live	U
217-1411	normal	live	U
217-1412	normal	live	U
217-1413	normal	live	U
217-1414	normal	live	U
217-1415	normal	live	U
217-1416	normal	live	U
217-1417	normal	live	U
217-1418	normal	live	U
217-1419	normal	live	U
217-1420	normal	live	U
217-1496	normal	live	U
217-1497	normal	live	U
217-1498	normal	live	U
217-1499	normal	live	U
217-1500	normal	live	U
217-1501	normal	live	U
217-1502	normal	live	U
217-1503	normal	live	U
217-1504	normal	live	U
217-1505	normal	live	U
217-1506	normal	live	U
217-1507	normal	live	U
217-1508	normal	live	U
217-1509	normal	live	U
217-1510	normal	live	U
217-1511	normal	live	U
217-1512	normal	live	U
217-1513	normal	live	U
217-1514	normal	live	U
217-1515	normal	live	U
217-1516	normal	live	U
217-1517	normal	live	U
217-1518	normal	live	U
217-1519	normal	live	U
217-1520	normal	live	U
217-1521	normal	live	U
217-1522	normal	live	U
217-1523	normal	live	U
217-1524	normal	live	U
217-1525	normal	live	U
217-1526	normal	live	U
217-1527	normal	live	U
217-1528	normal	live	U
217-1529	normal	live	U
217-1530	normal	live	U
217-1531	normal	live	U
217-1532	normal	live	U
217-1533	normal	live	U
217-1534	normal	live	U
217-1535	normal	live	U
217-1536	normal	live	U
217-1537	normal	live	U
217-1538	normal	live	U
217-1539	normal	live	U
217-1540	normal	live	U
217-1541	normal	live	U
217-1542	normal	live	U
217-1543	normal	live	U
217-1544	normal	live	U
217-1545	normal	live	U
217-1546	normal	live	U
217-1547	normal	live	U
217-1548	normal	live	U
217-1549	normal	live	U
217-1550	normal	live	U
217-1551	normal	live	U
217-1552	normal	live	U
217-1553	normal	live	U
217-1554	normal	live	U
217-1555	normal	live	U
217-1556	normal	live	U
217-1557	normal	live	U
217-1558	normal	live	U
217-1559	normal	live	U
217-1560	normal	live	U
217-1561	normal	live	U
217-1562	normal	live	U
217-1563	normal	live	U
217-1564	normal	live	U
217-1565	normal	live	U
217-1591	normal	live	U
217-1592	normal	live	U
217-1593	normal	live	U
217-1594	normal	live	U
217-1595	normal	live	U
217-1596	normal	live	U
217-1597	normal	live	U
217-1598	normal	live	U
217-1599	normal	live	U
217-1600	normal	live	U
217-1601	normal	live	U
217-1602	normal	live	U
217-1603	normal	live	U
217-1604	normal	live	U
217-1605	normal	live	U
217-1606	normal	live	U
217-1607	normal	live	U
217-1608b	normal	live	U
217-1609	normal	live	U
217-1610	normal	live	U
217-1611	normal	live	U
217-1612	normal	live	U
217-1613	normal	live	U
217-1614	normal	live	U
217-1615	normal	live	U
217-1616g	normal	live	U
217-1653	normal	live	U
217-1654	normal	live	U
217-1659	normal	live	U
217-1666	normal	live	U
217-1695	normal	live	U
217-1696	normal	live	U
217-1697	normal	live	U
217-1699	normal	live	U
217-1700	normal	live	U
217-1701	normal	live	U
217-1702	normal	live	U
217-1703	normal	live	U
217-1704	normal	live	U
217-1705	normal	live	U
217-1706	normal	live	U
217-1707	normal	live	U
217-1708	normal	live	U
217-1709	normal	live	U
217-1710	normal	live	U
217-1711	normal	live	U
217-1712	normal	live	U
217-1713	normal	live	U
217-1714	normal	live	U
217-1715	normal	live	U
217-1716	normal	live	U
217-1717	normal	live	U
217-1718	normal	live	U
217-1719	normal	live	U
217-1720	normal	live	U
217-1721	normal	live	U
217-1722	normal	live	U
217-1723	normal	live	U
217-1724	normal	live	U
217-1725	normal	live	U
217-1726	normal	live	U
217-1727	normal	live	U
217-1728	normal	live	U
217-1729	normal	live	U
217-1730	normal	live	U
217-1731	normal	live	U
217-1732	normal	live	U
217-1733	normal	live	U
217-1734	normal	live	U
217-1735	normal	live	U
217-1736	normal	live	U
217-1737	normal	live	U
217-1738	normal	live	U
217-1739	normal	live	U
217-1740	normal	live	U
217-1741	normal	live	U
217-1742	normal	live	U
217-1743	normal	live	U
217-1745	normal	live	U
217-1746	normal	live	U
217-1747	normal	live	U
217-1748	normal	live	U
217-1749	normal	live	U
217-1750	normal	live	U
217-1751	normal	live	U
217-1752	normal	live	U
217-1753	normal	live	U
217-1754	normal	live	U
217-1755	normal	live	U
217-1756	normal	live	U
217-1757	normal	live	U
217-1758	normal	live	U
217-1759	normal	live	U
217-1760	normal	live	U
217-1761	normal	live	U
217-1762	normal	live	U
217-1763	normal	live	U
217-1764	normal	live	U
217-1765	normal	live	U
217-1766	normal	live	U
217-1767	normal	live	U
217-1768	normal	live	U
217-1769	normal	live	U
217-1770	normal	live	U
217-1771	normal	live	U
217-1772	normal	live	U
217-1773	normal	live	U
217-1774	normal	live	U
217-1775	normal	live	U
217-1776	normal	live	U
217-1777	normal	live	U
217-1778	normal	live	U
217-1780	normal	live	U
217-1781	normal	live	U
217-1782	normal	live	U
217-1783	normal	live	U
217-1478	normal	hunted	U
217-1784	normal	live	U
217-1785	normal	live	U
217-1786	normal	live	U
217-1787	normal	live	U
217-1788	normal	live	U
217-1789	normal	live	U
217-1790	normal	live	U
217-1791	normal	live	U
217-1792	normal	live	U
217-1793	normal	live	U
217-1794	normal	live	U
217-1797	normal	live	U
217-1799	normal	live	U
217-1800	normal	live	U
217-1801	normal	live	U
217-1802	normal	live	U
217-1803	normal	live	U
217-1804	normal	live	U
217-1805	normal	live	U
217-1806	normal	live	U
217-1824	\N	\N	U
217-1825	normal	live	U
217-1826	\N	\N	U
217-1827	\N	\N	U
217-1828	normal	live	U
217-1829	\N	\N	U
217-1830	\N	\N	U
217-1831	normal	live	U
217-1832	\N	\N	U
217-1833	\N	\N	U
217-1834	\N	\N	U
217-1835	\N	\N	U
217-1836	\N	\N	U
217-1837	\N	\N	U
217-1838	\N	\N	U
217-1839	normal	live	U
217-1840	\N	\N	U
217-1841	normal	live	U
217-1842	normal	live	U
217-1843	normal	live	U
217-1847	normal	live	U
217-1848	normal	live	U
217-854	normal	hunted	U
217-855	normal	hunted	U
217-856	normal	hunted	U
217-857	normal	hunted	U
217-858	normal	hunted	U
217-859	normal	hunted	U
217-860	normal	hunted	U
217-861	normal	hunted	U
217-862	normal	hunted	U
217-863	normal	hunted	U
217-864	normal	hunted	U
217-924	normal	hunted	U
217-925	normal	hunted	U
217-926	normal	hunted	U
217-927	normal	hunted	U
217-928	normal	hunted	U
217-929	normal	hunted	U
217-930	normal	hunted	U
217-931	normal	hunted	U
217-932	normal	hunted	U
217-933	normal	hunted	U
217-935	normal	hunted	U
217-936	normal	hunted	U
217-937	normal	hunted	U
217-938	normal	hunted	U
217-939	normal	hunted	U
217-940	normal	hunted	U
217-941	normal	hunted	U
217-942	normal	hunted	U
217-943	normal	hunted	U
217-944	normal	hunted	U
217-945	normal	hunted	U
217-946	normal	hunted	U
217-947	normal	hunted	U
217-948	normal	hunted	U
217-949	normal	hunted	U
217-950	normal	hunted	U
217-951	normal	hunted	U
217-952	normal	hunted	U
217-1427	normal	hunted	U
217-1428	normal	hunted	U
217-1429	normal	hunted	U
217-1430	normal	hunted	U
217-1431	normal	hunted	U
217-1432	normal	hunted	U
217-1433	normal	hunted	U
217-1434	normal	hunted	U
217-1435	normal	hunted	U
217-1436	normal	hunted	U
217-1437	normal	hunted	U
217-1438	normal	hunted	U
217-1439	normal	hunted	U
217-1440	normal	hunted	U
217-1441	normal	hunted	U
217-1442	normal	hunted	U
217-1443	normal	hunted	U
217-1444	normal	hunted	U
217-1445	normal	hunted	U
217-1446	normal	hunted	U
217-1447	normal	hunted	U
217-1448	normal	hunted	U
217-1449	normal	hunted	U
217-1450	normal	hunted	U
217-1451	normal	hunted	U
217-1452	normal	hunted	U
217-1453	normal	hunted	U
217-1454	normal	hunted	U
217-1455	normal	hunted	U
217-1456	normal	hunted	U
217-1457	normal	hunted	U
217-1458	normal	hunted	U
217-1459	normal	hunted	U
217-1460	normal	hunted	U
217-1461	normal	hunted	U
217-1462	normal	hunted	U
217-1463	normal	hunted	U
217-1464	normal	hunted	U
217-1465	normal	hunted	U
217-1466	normal	hunted	U
217-1467	normal	hunted	U
217-1479	normal	hunted	U
217-1480	normal	hunted	U
217-1481	normal	hunted	U
217-1482	normal	hunted	U
217-1483	normal	hunted	U
217-1484	normal	hunted	U
217-1485	normal	hunted	U
217-1486	normal	hunted	U
217-1487	normal	hunted	U
217-1488	normal	hunted	U
217-1489	normal	hunted	U
217-1490	normal	hunted	U
217-1491	normal	hunted	U
217-1492	normal	hunted	U
217-1494	normal	hunted	U
217-1495	normal	hunted	U
217-1608a	normal	hunted	U
217-1609	normal	live	U
217-1616e	normal	hunted	U
217-1617	normal	live	U
