2010/02/22	Ø5927	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø5927	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø6ØØ9	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø6ØØ9	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø6ØØ9	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø5927	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø5927	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø5927	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø5927	\N	041.6714	44.8441	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø5927	\N	041.5849	44.8636	area not under restriction	\N	2010-02-22	8
2010/02/22	1Ø14Ø	\N	041.5849	44.8636	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø8Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø7Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø52ØØ	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø7Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø519Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø4Ø7Ø	\N	041.7741	41.9033	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
2010/02/22	Ø186Ø	\N	042.2247	41.9194	area not under restriction	\N	2010-02-22	8
